Harga;;;;;;;;
48650;;;;;;;;
47150;;;;;;;;
48750;;;;;;;;
51500;;;;;;;;
41400;;;;;;;;
47650;;;;;;;;
47400;;;;;;;;
45250;;;;;;;;
49900;;;;;;;;
52150;;;;;;;;
49150;;;;;;;;
46500;;;;;;;;
43650;;;;;;;;
41650;;;;;;;;
38900;;;;;;;;
34400;;;;;;;;
36650;;;;;;;;
33750;;;;;;;;
34750;;;;;;;;
32150;;;;;;;;
26900;;;;;;;;
24250;;;;;;;;
31650;;;;;;;;
32000;;;;;;;;
27500;;;;;;;;
28250;;;;;;;;
31650;;;;;;;;
31150;;;;;;;;
29650;;;;;;;;
27750;;;;;;;;
31900;;;;;;;;
31500;;;;;;;;
28000;;;;;;;;
27650;;;;;;;;
25150;;;;;;;;
27500;;;;;;;;
29250;;;;;;;;
30900;;;;;;;;
34500;;;;;;;;
37750;;;;;;;;
44250;;;;;;;;
47750;;;;;;;;
43000;;;;;;;;
42000;;;;;;;;
36750;;;;;;;;
34650;;;;;;;;
32250;;;;;;;;
31750;;;;;;;;
32900;;;;;;;;
33650;;;;;;;;
35000;;;;;;;;
32400;;;;;;;;
32000;;;;;;;;
27000;;;;;;;;
24250;;;;;;;;
21500;;;;;;;;
23000;;;;;;;;
23150;;;;;;;;
23400;;;;;;;;
23000;;;;;;;;
21650;;;;;;;;
22150;;;;;;;;
21900;;;;;;;;
25150;;;;;;;;
25750;;;;;;;;
24900;;;;;;;;
24900;;;;;;;;
27000;;;;;;;;
26750;;;;;;;;
30400;;;;;;;;
32500;;;;;;;;
28250;;;;;;;;
33500;;;;;;;;
58250;;;;;;;;
55000;;;;;;;;
55900;;;;;;;;
58750;;;;;;;;
65150;;;;;;;;
71500;;;;;;;;
70000;;;;;;;;
68150;;;;;;;;
64000;;;;;;;;
66500;;;;;;;;
80250;;;;;;;;
75750;;;;;;;;
67650;;;;;;;;
64250;;;;;;;;
55400;;;;;;;;
46400;;;;;;;;
44250;;;;;;;;
43650;;;;;;;;
51000;;;;;;;;
45500;;;;;;;;
43750;;;;;;;;
38650;;;;;;;;
39650;;;;;;;;
43250;;;;;;;;
42150;;;;;;;;
36500;;;;;;;;
34000;;;;;;;;
36250;;;;;;;;
40000;;;;;;;;
40150;;;;;;;;
41650;;;;;;;;
43650;;;;;;;;
46650;;;;;;;;
42150;;;;;;;;
42650;;;;;;;;
42250;;;;;;;;
43400;;;;;;;;
42400;;;;;;;;
48650;;;;;;;;
45250;;;;;;;;
41250;;;;;;;;
32250;;;;;;;;
29900;;;;;;;;
29900;;;;;;;;
25900;;;;;;;;
25150;;;;;;;;
27500;;;;;;;;
23750;;;;;;;;
23250;;;;;;;;
19900;;;;;;;;
21000;;;;;;;;
28000;;;;;;;;
;;;;;;;;
21650;;;;;;;;
21150;;;;;;;;
21150;;;;;;;;
22900;;;;;;;;
21000;;;;;;;;
26500;;;;;;;;
27750;;;;;;;;
27500;;;;;;;;
30400;;;;;;;;
25750;;;;;;;;
;;;;;;;;
24000;;;;;;;;
21650;;;;;;;;
23900;;;;;;;;
27150;;;;;;;;
27400;;;;;;;;
34650;;;;;;;;
42400;;;;;;;;
49500;;;;;;;;
40500;;;;;;;;
37750;;;;;;;;
44650;;;;;;;;
43750;;;;;;;;
44750;;;;;;;;
44400;;;;;;;;
53750;;;;;;;;
51400;;;;;;;;
57000;;;;;;;;
66000;;;;;;;;
65400;;;;;;;;
61750;;;;;;;;
54650;;;;;;;;
57250;;;;;;;;
45500;;;;;;;;
47000;;;;;;;;
51750;;;;;;;;
46400;;;;;;;;
43250;;;;;;;;
45650;;;;;;;;
47650;;;;;;;;
48650;;;;;;;;
50150;;;;;;;;
50750;;;;;;;;
49250;;;;;;;;
44650;;;;;;;;
43150;;;;;;;;
31250;;;;;;;;
31250;;;;;;;;
37150;;;;;;;;
36900;;;;;;;;
28400;;;;;;;;
26650;;;;;;;;
25400;;;;;;;;
22650;;;;;;;;
23500;;;;;;;;
24650;;;;;;;;
30400;;;;;;;;
28900;;;;;;;;
36000;;;;;;;;
29400;;;;;;;;
24650;;;;;;;;
25000;;;;;;;;
23150;;;;;;;;
22650;;;;;;;;
22400;;;;;;;;
25900;;;;;;;;
25750;;;;;;;;
27900;;;;;;;;
33500;;;;;;;;
44150;;;;;;;;
38750;;;;;;;;
38150;;;;;;;;
47500;;;;;;;;
48400;;;;;;;;
56150;;;;;;;;
52150;;;;;;;;
42650;;;;;;;;
39000;;;;;;;;
38150;;;;;;;;
40500;;;;;;;;
42400;;;;;;;;
38400;;;;;;;;
38400;;;;;;;;
39000;;;;;;;;
30650;;;;;;;;
27400;;;;;;;;
28500;;;;;;;;
33000;;;;;;;;
40150;;;;;;;;
45500;;;;;;;;
;;;;;;;;
56900;;;;;;;;
52150;;;;;;;;
51650;;;;;;;;
38400;;;;;;;;
41650;;;;;;;;
34500;;;;;;;;
32650;;;;;;;;
32750;;;;;;;;
;;;;;;;;
31150;;;;;;;;
;;;;;;;;
42650;;;;;;;;
62400;;;;;;;;
64500;;;;;;;;
98500;;;;;;;;
97500;;;;;;;;
112650;;;;;;;;
118150;;;;;;;;
117500;;;;;;;;
97250;;;;;;;;
90900;;;;;;;;
91650;;;;;;;;
81000;;;;;;;;
63400;;;;;;;;
68250;;;;;;;;
78150;;;;;;;;
97500;;;;;;;;
67500;;;;;;;;
69250;;;;;;;;
53650;;;;;;;;
50250;;;;;;;;
66250;;;;;;;;
47000;;;;;;;;
42900;;;;;;;;
41150;;;;;;;;
38400;;;;;;;;
34150;;;;;;;;
40900;;;;;;;;
37250;;;;;;;;
38500;;;;;;;;
43500;;;;;;;;
45400;;;;;;;;
39150;;;;;;;;
47500;;;;;;;;
46250;;;;;;;;
45150;;;;;;;;
43400;;;;;;;;
52000;;;;;;;;
52500;;;;;;;;
46400;;;;;;;;
56650;;;;;;;;
56500;;;;;;;;
45000;;;;;;;;
45400;;;;;;;;
43150;;;;;;;;
40900;;;;;;;;
31750;;;;;;;;
30500;;;;;;;;
38750;;;;;;;;
40400;;;;;;;;
;;;;;;;;
27250;;;;;;;;
26150;;;;;;;;
26500;;;;;;;;
27750;;;;;;;;
29500;;;;;;;;
28150;;;;;;;;
27500;;;;;;;;
37150;;;;;;;;
44650;;;;;;;;
38900;;;;;;;;
42650;;;;;;;;
37250;;;;;;;;
35150;;;;;;;;
39500;;;;;;;;
45650;;;;;;;;
56750;;;;;;;;
56150;;;;;;;;
49750;;;;;;;;
43500;;;;;;;;
39500;;;;;;;;
48400;;;;;;;;
45750;;;;;;;;
44150;;;;;;;;
41750;;;;;;;;
48400;;;;;;;;
65400;;;;;;;;
66000;;;;;;;;
